domain_ar,program_name_ar,specialization_ar,program_code,institution_ar,university_ar,bac_type_ar,formula_T,cutoff_2024
,-الإلكترونيك الصناعي -النظم المحمولة -الآلية والإعلامية الصناعية,,,,,-الإلكترونيك الصناعي -النظم المحمولة -الآلية والإعلامية الصناعية,FG+(M+SP)/2,122.451
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,108.465
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,142.983
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,118.492
,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة (جامعة سوسة(,,,,,,FG+(M+SP)/2,113.695
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,109.46
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,138.335
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,114.615
,-الإلكترونيك الصناعي -النظم المحمولة -القياس والأدواتية والمترولوجيا,,,,,,FG+(M+SP)/2,110.413
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,104.245
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,128.969
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,113.81
,المعهد العالي للإعلامية و الرياضيات بالمنستير (جامعة المنستير(,,,,,,FG+(M+SP)/2,127.09
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,114.415
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,145.803
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,116.08
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية (جامعة المنستير(,,,,,الآلية والإعلامية الصناعية,FG+(M+SP)/2,107.959
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,110.955
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,135.402
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,129.535
,-الأنظمة الكهربائية -الآلية والإعلامية الصناعية,,,,,-الأنظمة الكهربائية -الآلية والإعلامية الصناعية,FG+(M+SP)/2,108.287
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,101.832
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,117.163
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,91.849
,المعهد العالي للتصرف الصناعي بصفاقس (جامعة صفاقس(,,,,,الآلية والإعلامية الصناعية,FG+(M+SP)/2,106.01
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,108.53
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,126.938
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,116.02
,كلية العلوم بقابس (جامعة قابس(,,,,,الآلية والإعلامية الصناعية,FG+(M+SP)/2,95.713
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,74.145
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,99.029
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,100.755
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس (جامعة قابس(,,,,,الإلكترونيك والإعلامية الصناعية,FG+(M+SP)/2,93.475
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,85.112
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,116.868
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,111.09
,-الطاقات الكهربائية المتجددة -الإلكترونيك الصناعي -النظم الآلية والشبكات الصناعية,,,,,,FG+(M+SP)/2,79.508
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,76.582
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,105.035
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,94.184
,-الإلكترونيك الصناعي -الآلية والإعلامية الصناعية,,,,,-الإلكترونيك الصناعي -الآلية والإعلامية الصناعية,FG+(M+SP)/2,60629.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,86.34
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,81.935
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,96.215
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة (جامعة قفصة(,,,,,,FG+(M+SP)/2,61629.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,83.76
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,85.414
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,122.863
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان (جامعة القيروان(,,,,,-الأنظمة الكهربائية -الآلية والإعلامية الصناعية,FG+(M+SP)/2,91.792
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,75.687
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,104.963
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,100.38
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالقصرين (جامعة القيروان),,,,,,FG+(M+SP)/2,73629.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,91.467
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,80.111
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,108.335
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بسوسة (جامعة سوسة(,,,,,,FG+(M+SP)/2,122.095
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,109.225
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,151.628
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,124.21
,-لوجستية العمليات الدولية -اللوجستية الصناعية -لوجستية التوزيع,,,,,,FG+(M+SP+Info)/3,97.833
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP+Info)/3,111.679
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,111.121
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,107.237
,المعهد العالي للتصرف الصناعي بصفاقس (جامعة صفاقس(,,,,,,FG+(M+SP+Info)/3,113.248
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,107.637
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,103.852
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,101.748
,المعهد العالي للنقل واللوجستية بسوسة (جامعة سوسة(,,,,,,FG+M,103.72
,علوم تجريبية,,,,,علوم تجريبية,FG+M,101.885
,إقتصاد وتصرف,,,,,,FG+M,113.072
,العلوم التقنية,,,,,العلوم التقنية,FG+M,107.439
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,81.148
,المعهد العالي للتصرف الصناعي بصفاقس (جامعة صفاقس(,,,,,,FG+M,40673.0
,علوم تجريبية,,,,,علوم تجريبية,FG+M,79.768
,إقتصاد وتصرف,,,,,,FG+M,105.962
,العلوم التقنية,,,,,العلوم التقنية,FG+M,101.479
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,77.908
,المدرسة الوطنية للهندسة المعمارية والتعمير بتونس (جامعة قرطاج),,,,,,FG+PH,155.16
,رياضيات,,,,,,FG+PH,148.64
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,147.33
,إقتصاد وتصرف,,,,,,FG+PH,172.855
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,144.905
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,140.21
,رياضة,,,,,رياضة,FG+PH,181.31
,المعهد العالي لتكنولوجيات البيئة والعم ارن والبنيان (جامعة قرطاج ),,,,,,FG+PH,130.095
,3 سنوات (امد),,,,,,FG+PH,93.805
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,111.415
,إقتصاد وتصرف,,,,,,FG+PH,99.07
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,99.875
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالمهدية (جامعة المنستير),,,,,,FG+(M+SP)/2,136.845
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,121.62
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,119.6
,المرحلة التحضيرية العلمية: فيزياء - كيمياء,,,,,,FG+(M+SP)/2,154.08
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,123.495
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,178.605
,المعهد الوطني للتكنولوجيا والعلوم بالكاف (جامعة جندوبة ),,,,,,FG+(M+SP+SVT)/3,125.442
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+SVT)/3,115.418
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,129.84
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,88.77
,المعهد العالي للتكنولوجيات الطبية بتونس (جامعة تونس المنار),,,,,,FG+(M+SP+SVT)/3,158.615
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+SVT)/3,145.563
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,151.08
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,116.965
,المعهد العالي للتكنولوجيات الطبية بتونس (جامعة تونس المنار),,10517,,,,FG+(M+SP+SVT)/3,144.775
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+SVT)/3,140.393
,كلية العلوم بتونس (جامعة تونس المنار),,10518,,,,FG+(M+SP+Info)/3,184.033
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+Info)/3,171.627
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,181.042
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,189.802
,المعهد العالي للهندسة الرقمية بتونس (جامعة تونس) تدرس باللغة بالانقليزية,,11518,,,,FG+(M+SP+Info)/3,180.5
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,171.35
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,177.81
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,187.37
,كلية العلوم ببنزرت (جامعة قرطاج),,20518,,,الإعلامية,FG+(M+SP+Info)/3,174.04
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,167.135
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,172.433
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,182.533
,المعهد العالي للإعلامية والرياضيات بالمنستير (جامعة المنستير),,34518,,,الإعلامية,FG+(M+SP+Info)/3,181.002
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,169.847
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,178.443
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,185.652
,كلية العلوم بصفاقس (جامعة صفاقس ),,40518,,,الإعلامية,FG+(M+SP+Info)/3,161.095
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,165.907
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,161.678
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,170.865
,المعهد العالي للإعلامية والملتميديا بصفاقس (جامعة صفاقس),,41518,,,الإعلامية,FG+(M+SP+Info)/3,167.383
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,165.892
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,168.922
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,175.263
,المعهد العالي للإعلامية والملتيميديا بقابس (جامعة قابس ),,,,,الإعلامية,FG+(M+SP+Info)/3,151.96
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,151.62
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,151.908
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,161.172
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بسوسة (جامعة سوسة),,,,,,FG+(M+SP+Info)/3,183.408
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+Info)/3,169.812
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,181.063
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,189.778
,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس (جامعة قرطاج),,,,,,FG+(M+SP+Info)/3,191.982
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+Info)/3,176.37
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,186.2
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,196.057
,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس (جامعة قرطاج),,,,,,FG+(M+SP+SVT)/3,176.655
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP+SVT)/3,158.83
,المعهد التحضيري للد ارسات الهندسية بتونس (جامعة تونس),,,,,,FG+(M+SP)/2,159.065
,سنتان 3+ سنوات,,,,,علوم تجريبية,FG+(M+SP)/2,110.015
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,163.99
,المعهد التحضيري للد ارسات الهندسية بالمنار (جامعة تونس المنار),,,,,,FG+(M+SP)/2,175.295
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,154.335
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,178.665
,المعهد التحضيري للد ارسات الهندسية ببنزرت (جامعة قرطاج),,,,,,FG+(M+SP)/2,147.435
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,118.845
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,148.16
,المعهد التحضيري للد ارسات الهندسية بنابل (جامعة قرطاج),,,,,,FG+(M+SP)/2,160.605
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,147.545
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,156.42
,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة (جامعة سوسة ),,,,,,FG+(M+SP)/2,147.235
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,124.165
